COD;Valor Pedido;Cidade;Data da Venda;COD Cliente
AB1002;R$ 1,00;Nova Iguaço;13/08/2017;655
AB1019;R$ 3,00;Guarulhos;13/08/2017;233
AB1018;R$ 5,00;Niterói;13/08/2017;131
AB1022;R$ 3,00;Goiânia;13/08/2017;89
AB1016;R$ 1,00;Curitiba;13/08/2017;699
AB1005;R$ 2,00;Fortaleza;13/08/2017;687
AB1010;R$ 1,00;Curitiba;13/08/2017;4
AB1019;R$ 2,00;Belo Horizonte;13/08/2017;613
AB1003;R$ 3,00;Rio de Janeiro;13/08/2017;499
AB1005;R$ 5,00;Porto Alegre;13/08/2017;375
AB1016;R$ 4,00;Porto Alegre;14/08/2017;801
AB1002;R$ 2,00;Niterói;14/08/2017;135
AB1002;R$ 4,00;Recife;14/08/2017;820
AB1009;R$ 5,00;São Paulo;14/08/2017;235
AB1007;R$ 5,00;Guarulhos;14/08/2017;256
AB1017;R$ 3,00;Curitiba;14/08/2017;686
AB1022;R$ 3,00;Nova Iguaço;14/08/2017;736
AB1018;R$ 1,00;Guarulhos;14/08/2017;364
AB1021;R$ 3,00;Campinas;14/08/2017;709
AB1003;R$ 1,00;Salvador;14/08/2017;16
AB1014;R$ 4,00;Recife;14/08/2017;169
AB1024;R$ 5,00;Nova Iguaço;14/08/2017;578
AB1011;R$ 1,00;Curitiba;14/08/2017;442
AB1022;R$ 3,00;Guarulhos;14/08/2017;206
AB1017;R$ 4,00;Fortaleza;14/08/2017;719
AB1012;R$ 5,00;Guarulhos;14/08/2017;211
AB1019;R$ 1,00;Guarulhos;14/08/2017;457
AB1024;R$ 1,00;Campinas;14/08/2017;110
AB1002;R$ 3,00;São Paulo;14/08/2017;400
AB1010;R$ 3,00;Goiânia;14/08/2017;291
AB1024;R$ 2,00;São Paulo;14/08/2017;114
AB1024;R$ 5,00;Guarulhos;14/08/2017;167
AB1019;R$ 1,00;Nova Iguaço;14/08/2017;791
AB1004;R$ 5,00;Fortaleza;14/08/2017;269
AB1022;R$ 5,00;Salvador;14/08/2017;559
AB1008;R$ 5,00;Campinas;15/08/2017;265
AB1007;R$ 1,00;Nova Iguaço;15/08/2017;575
AB1011;R$ 3,00;Campinas;15/08/2017;431
AB1009;R$ 2,00;Porto Alegre;15/08/2017;522
AB1018;R$ 3,00;Campinas;15/08/2017;670
AB1007;R$ 2,00;São Paulo;15/08/2017;57
AB1015;R$ 5,00;Campinas;15/08/2017;485
AB1018;R$ 5,00;Nova Iguaço;15/08/2017;25
AB1022;R$ 1,00;Salvador;15/08/2017;232
AB1020;R$ 3,00;Campinas;15/08/2017;395
AB1008;R$ 4,00;Guarulhos;15/08/2017;457
AB1011;R$ 3,00;Porto Alegre;15/08/2017;592
AB1004;R$ 1,00;Nova Iguaço;15/08/2017;281
AB1023;R$ 2,00;Campinas;15/08/2017;607
AB1004;R$ 1,00;Guarulhos;15/08/2017;479
AB1005;R$ 4,00;Campinas;15/08/2017;635
AB1014;R$ 3,00;Fortaleza;15/08/2017;471
AB1008;R$ 5,00;Belo Horizonte;15/08/2017;508
AB1005;R$ 1,00;Guarulhos;15/08/2017;75
AB1003;R$ 3,00;Campinas;15/08/2017;395
AB1003;R$ 3,00;Goiânia;15/08/2017;291
AB1021;R$ 4,00;Goiânia;15/08/2017;469
AB1001;R$ 1,00;Salvador;16/08/2017;551
AB1019;R$ 2,00;Guarulhos;16/08/2017;185
AB1001;R$ 2,00;Campinas;16/08/2017;722
AB1013;R$ 2,00;Goiânia;16/08/2017;103
AB1006;R$ 4,00;Guarulhos;16/08/2017;372
AB1001;R$ 1,00;Rio de Janeiro;16/08/2017;125
AB1021;R$ 4,00;Salvador;16/08/2017;594
AB1005;R$ 5,00;Belo Horizonte;16/08/2017;742
AB1012;R$ 2,00;Fortaleza;16/08/2017;471
AB1009;R$ 5,00;Recife;16/08/2017;616
AB1024;R$ 5,00;Nova Iguaço;16/08/2017;124
AB1013;R$ 4,00;Salvador;16/08/2017;551
AB1024;R$ 2,00;Guarulhos;16/08/2017;270
AB1022;R$ 1,00;Rio de Janeiro;16/08/2017;155
AB1003;R$ 3,00;Rio de Janeiro;16/08/2017;499
AB1015;R$ 3,00;Belo Horizonte;16/08/2017;23
AB1014;R$ 4,00;Belo Horizonte;16/08/2017;23
AB1004;R$ 1,00;São Paulo;16/08/2017;209
AB1001;R$ 4,00;Curitiba;16/08/2017;238
AB1012;R$ 4,00;Goiânia;16/08/2017;685
AB1009;R$ 2,00;Fortaleza;16/08/2017;363
AB1004;R$ 4,00;Salvador;17/08/2017;544
AB1024;R$ 3,00;Curitiba;17/08/2017;803
AB1017;R$ 4,00;Guarulhos;17/08/2017;75
AB1024;R$ 2,00;Fortaleza;17/08/2017;697
AB1014;R$ 4,00;Campinas;17/08/2017;86
AB1013;R$ 1,00;Guarulhos;17/08/2017;260
AB1010;R$ 5,00;Campinas;17/08/2017;150
AB1007;R$ 4,00;Salvador;17/08/2017;437
AB1001;R$ 2,00;Fortaleza;17/08/2017;740
AB1021;R$ 2,00;Rio de Janeiro;17/08/2017;652
AB1001;R$ 5,00;Belo Horizonte;17/08/2017;430
AB1017;R$ 2,00;Guarulhos;17/08/2017;496
AB1023;R$ 2,00;São Paulo;17/08/2017;748
AB1015;R$ 2,00;Rio de Janeiro;17/08/2017;28
AB1015;R$ 4,00;Campinas;17/08/2017;423
AB1007;R$ 2,00;Guarulhos;17/08/2017;287
AB1004;R$ 4,00;Belo Horizonte;17/08/2017;295
AB1008;R$ 4,00;Recife;17/08/2017;70
AB1009;R$ 4,00;Curitiba;17/08/2017;343
AB1006;R$ 2,00;Nova Iguaço;17/08/2017;13
AB1002;R$ 2,00;São Paulo;17/08/2017;728
AB1013;R$ 1,00;Goiânia;17/08/2017;103
AB1020;R$ 3,00;Goiânia;17/08/2017;518
AB1015;R$ 5,00;Porto Alegre;17/08/2017;328
AB1014;R$ 5,00;Curitiba;17/08/2017;419
AB1009;R$ 4,00;Nova Iguaço;17/08/2017;324
AB1013;R$ 1,00;São Paulo;17/08/2017;718
AB1022;R$ 1,00;Porto Alegre;18/08/2017;606
AB1002;R$ 5,00;Curitiba;18/08/2017;705
AB1005;R$ 5,00;Guarulhos;18/08/2017;457
AB1022;R$ 1,00;Belo Horizonte;18/08/2017;190
AB1010;R$ 3,00;Nova Iguaço;18/08/2017;420
AB1016;R$ 4,00;São Paulo;18/08/2017;797
AB1004;R$ 3,00;Fortaleza;18/08/2017;657
AB1015;R$ 1,00;Goiânia;18/08/2017;821
AB1022;R$ 1,00;Belo Horizonte;18/08/2017;693
AB1005;R$ 5,00;Fortaleza;18/08/2017;468
AB1021;R$ 4,00;Recife;18/08/2017;27
AB1017;R$ 2,00;Guarulhos;18/08/2017;561
AB1007;R$ 5,00;Porto Alegre;18/08/2017;115
AB1023;R$ 4,00;Salvador;18/08/2017;437
AB1018;R$ 3,00;Guarulhos;18/08/2017;287
AB1003;R$ 1,00;Porto Alegre;18/08/2017;200
AB1015;R$ 5,00;Belo Horizonte;18/08/2017;23
AB1005;R$ 5,00;Guarulhos;18/08/2017;187
AB1009;R$ 1,00;Campinas;18/08/2017;262
AB1003;R$ 2,00;Curitiba;18/08/2017;95
AB1022;R$ 3,00;Nova Iguaço;18/08/2017;681
AB1012;R$ 5,00;Rio de Janeiro;18/08/2017;259
AB1010;R$ 5,00;Campinas;19/08/2017;96
AB1019;R$ 4,00;Guarulhos;19/08/2017;433
AB1016;R$ 1,00;Salvador;19/08/2017;792
AB1023;R$ 1,00;Fortaleza;19/08/2017;740
AB1012;R$ 2,00;Curitiba;19/08/2017;7
AB1011;R$ 3,00;Salvador;19/08/2017;156
AB1014;R$ 2,00;Campinas;19/08/2017;347
AB1001;R$ 3,00;Guarulhos;19/08/2017;467
AB1017;R$ 3,00;Niterói;19/08/2017;135
AB1004;R$ 2,00;São Paulo;19/08/2017;446
AB1021;R$ 3,00;Fortaleza;19/08/2017;612
AB1009;R$ 3,00;Goiânia;19/08/2017;147
AB1001;R$ 2,00;Salvador;19/08/2017;752
AB1011;R$ 1,00;Fortaleza;19/08/2017;183
AB1012;R$ 2,00;Recife;19/08/2017;597
AB1007;R$ 2,00;Porto Alegre;19/08/2017;474
AB1015;R$ 5,00;Fortaleza;19/08/2017;113
AB1020;R$ 5,00;Fortaleza;19/08/2017;269
AB1014;R$ 2,00;Curitiba;19/08/2017;346
AB1017;R$ 3,00;Fortaleza;19/08/2017;445
AB1009;R$ 5,00;Curitiba;19/08/2017;442
AB1007;R$ 5,00;Recife;19/08/2017;494
AB1014;R$ 3,00;Belo Horizonte;20/08/2017;18
AB1015;R$ 4,00;Campinas;20/08/2017;663
AB1009;R$ 2,00;Recife;20/08/2017;227
AB1018;R$ 4,00;Niterói;20/08/2017;809
AB1021;R$ 1,00;Guarulhos;20/08/2017;102
AB1002;R$ 3,00;São Paulo;20/08/2017;55
AB1006;R$ 3,00;Guarulhos;20/08/2017;207
AB1020;R$ 4,00;Nova Iguaço;20/08/2017;680
AB1015;R$ 2,00;Campinas;20/08/2017;640
AB1016;R$ 1,00;Goiânia;20/08/2017;89
AB1023;R$ 1,00;Guarulhos;20/08/2017;602
AB1021;R$ 3,00;Nova Iguaço;20/08/2017;598
AB1011;R$ 5,00;Belo Horizonte;20/08/2017;651
AB1007;R$ 2,00;Rio de Janeiro;20/08/2017;99
AB1017;R$ 1,00;Goiânia;20/08/2017;315
AB1013;R$ 5,00;Fortaleza;20/08/2017;426
AB1009;R$ 2,00;Campinas;20/08/2017;138
AB1014;R$ 1,00;Goiânia;20/08/2017;582
AB1018;R$ 2,00;Belo Horizonte;20/08/2017;383
AB1003;R$ 2,00;Guarulhos;21/08/2017;37
AB1001;R$ 1,00;Goiânia;21/08/2017;518
AB1021;R$ 1,00;Nova Iguaço;21/08/2017;711
AB1009;R$ 5,00;Fortaleza;21/08/2017;687
AB1023;R$ 2,00;Porto Alegre;21/08/2017;12
AB1018;R$ 4,00;Goiânia;21/08/2017;562
AB1007;R$ 5,00;São Paulo;21/08/2017;773
AB1011;R$ 3,00;Guarulhos;21/08/2017;47
AB1012;R$ 5,00;Curitiba;21/08/2017;535
AB1003;R$ 1,00;São Paulo;21/08/2017;400
AB1014;R$ 4,00;Goiânia;21/08/2017;527
AB1023;R$ 3,00;Fortaleza;21/08/2017;461
AB1013;R$ 5,00;Rio de Janeiro;21/08/2017;817
AB1012;R$ 1,00;Goiânia;21/08/2017;682
AB1019;R$ 2,00;Guarulhos;21/08/2017;393
AB1009;R$ 2,00;Rio de Janeiro;21/08/2017;374
AB1023;R$ 5,00;Campinas;21/08/2017;86
AB1005;R$ 5,00;Curitiba;21/08/2017;250
AB1020;R$ 5,00;Campinas;21/08/2017;120
AB1005;R$ 2,00;Curitiba;21/08/2017;803
AB1016;R$ 5,00;Rio de Janeiro;21/08/2017;284
AB1003;R$ 1,00;Rio de Janeiro;21/08/2017;652
AB1021;R$ 4,00;Goiânia;21/08/2017;815
AB1001;R$ 1,00;Goiânia;22/08/2017;291
AB1004;R$ 2,00;Goiânia;22/08/2017;614
AB1015;R$ 1,00;Guarulhos;22/08/2017;207
AB1013;R$ 3,00;Guarulhos;22/08/2017;528
AB1009;R$ 4,00;Curitiba;22/08/2017;61
AB1008;R$ 3,00;Campinas;22/08/2017;427
AB1013;R$ 3,00;Rio de Janeiro;22/08/2017;99
AB1019;R$ 3,00;Guarulhos;22/08/2017;136
AB1016;R$ 3,00;Salvador;22/08/2017;232
AB1018;R$ 1,00;Guarulhos;22/08/2017;623
AB1024;R$ 5,00;Rio de Janeiro;22/08/2017;788
AB1009;R$ 2,00;Campinas;22/08/2017;709
AB1021;R$ 1,00;Curitiba;22/08/2017;705
AB1011;R$ 5,00;Salvador;22/08/2017;675
AB1019;R$ 3,00;Porto Alegre;22/08/2017;702
AB1017;R$ 4,00;São Paulo;22/08/2017;665
AB1016;R$ 5,00;Salvador;22/08/2017;800
AB1017;R$ 3,00;Nova Iguaço;22/08/2017;490
AB1012;R$ 5,00;Guarulhos;23/08/2017;536
AB1024;R$ 5,00;Porto Alegre;23/08/2017;181
AB1017;R$ 4,00;Salvador;23/08/2017;583
AB1024;R$ 4,00;Belo Horizonte;23/08/2017;23
AB1009;R$ 1,00;Campinas;23/08/2017;678
AB1006;R$ 3,00;Curitiba;23/08/2017;61
AB1003;R$ 3,00;Curitiba;23/08/2017;22
AB1021;R$ 4,00;Guarulhos;23/08/2017;318
AB1017;R$ 5,00;Belo Horizonte;23/08/2017;613
AB1012;R$ 4,00;Nova Iguaço;23/08/2017;806
AB1003;R$ 1,00;Goiânia;23/08/2017;88
AB1013;R$ 2,00;Nova Iguaço;23/08/2017;472
AB1023;R$ 4,00;Rio de Janeiro;23/08/2017;28
AB1023;R$ 4,00;Rio de Janeiro;23/08/2017;804
AB1015;R$ 5,00;Belo Horizonte;23/08/2017;581
AB1016;R$ 5,00;Goiânia;23/08/2017;469
AB1017;R$ 2,00;Belo Horizonte;23/08/2017;21
AB1017;R$ 3,00;Campinas;23/08/2017;329
AB1004;R$ 5,00;Belo Horizonte;23/08/2017;693
AB1011;R$ 2,00;Goiânia;23/08/2017;162
AB1003;R$ 1,00;São Paulo;24/08/2017;797
AB1015;R$ 3,00;Guarulhos;24/08/2017;417
AB1013;R$ 1,00;Fortaleza;24/08/2017;286
AB1006;R$ 4,00;Recife;24/08/2017;449
AB1003;R$ 4,00;Nova Iguaço;24/08/2017;604
AB1014;R$ 2,00;Rio de Janeiro;24/08/2017;20
AB1015;R$ 3,00;Guarulhos;24/08/2017;358
AB1017;R$ 4,00;Rio de Janeiro;24/08/2017;194
AB1024;R$ 5,00;Guarulhos;24/08/2017;502
AB1012;R$ 1,00;Curitiba;24/08/2017;60
AB1009;R$ 4,00;São Paulo;24/08/2017;797
AB1023;R$ 5,00;Guarulhos;24/08/2017;548
AB1015;R$ 3,00;Curitiba;24/08/2017;789
AB1015;R$ 1,00;Curitiba;24/08/2017;63
AB1013;R$ 1,00;Guarulhos;24/08/2017;287
AB1012;R$ 3,00;Guarulhos;24/08/2017;337
AB1021;R$ 2,00;Guarulhos;24/08/2017;564
AB1007;R$ 1,00;São Paulo;24/08/2017;196
AB1021;R$ 4,00;Belo Horizonte;24/08/2017;721
AB1021;R$ 5,00;Salvador;24/08/2017;34
AB1005;R$ 3,00;Belo Horizonte;24/08/2017;357
AB1020;R$ 4,00;Nova Iguaço;25/08/2017;585
AB1004;R$ 1,00;Porto Alegre;25/08/2017;203
AB1015;R$ 5,00;Salvador;25/08/2017;752
AB1005;R$ 4,00;Recife;25/08/2017;342
AB1003;R$ 3,00;São Paulo;25/08/2017;145
AB1016;R$ 2,00;Campinas;25/08/2017;510
AB1021;R$ 5,00;Campinas;25/08/2017;86
AB1010;R$ 4,00;Fortaleza;25/08/2017;263
AB1016;R$ 1,00;Curitiba;25/08/2017;210
AB1017;R$ 1,00;Rio de Janeiro;25/08/2017;107
AB1014;R$ 1,00;Salvador;25/08/2017;481
AB1002;R$ 3,00;Curitiba;25/08/2017;240
AB1006;R$ 4,00;Porto Alegre;25/08/2017;266
AB1017;R$ 3,00;São Paulo;25/08/2017;737
AB1020;R$ 2,00;Recife;25/08/2017;509
AB1012;R$ 4,00;Salvador;25/08/2017;765
AB1024;R$ 2,00;Porto Alegre;25/08/2017;795
AB1016;R$ 5,00;Niterói;25/08/2017;671
AB1014;R$ 2,00;Guarulhos;25/08/2017;41
AB1024;R$ 5,00;Guarulhos;25/08/2017;433
AB1019;R$ 4,00;Recife;25/08/2017;27
AB1011;R$ 3,00;São Paulo;26/08/2017;540
AB1020;R$ 4,00;São Paulo;26/08/2017;389
AB1014;R$ 4,00;Porto Alegre;26/08/2017;129
AB1004;R$ 1,00;Fortaleza;26/08/2017;657
AB1021;R$ 5,00;Campinas;26/08/2017;552
AB1006;R$ 1,00;Niterói;26/08/2017;94
AB1008;R$ 4,00;Rio de Janeiro;26/08/2017;248
AB1007;R$ 1,00;Rio de Janeiro;26/08/2017;443
AB1007;R$ 3,00;Niterói;26/08/2017;258
AB1015;R$ 3,00;São Paulo;26/08/2017;140
AB1021;R$ 3,00;São Paulo;26/08/2017;650
AB1024;R$ 2,00;Guarulhos;26/08/2017;356
AB1002;R$ 3,00;São Paulo;26/08/2017;773
AB1022;R$ 3,00;São Paulo;26/08/2017;319
AB1020;R$ 5,00;Fortaleza;26/08/2017;292
AB1021;R$ 4,00;São Paulo;26/08/2017;737
AB1015;R$ 3,00;Belo Horizonte;26/08/2017;379
AB1015;R$ 2,00;Nova Iguaço;26/08/2017;460
AB1024;R$ 3,00;Campinas;26/08/2017;766
AB1016;R$ 1,00;Guarulhos;26/08/2017;318
AB1023;R$ 4,00;São Paulo;26/08/2017;261
AB1023;R$ 3,00;Goiânia;26/08/2017;685
AB1015;R$ 5,00;São Paulo;27/08/2017;424
AB1003;R$ 1,00;Belo Horizonte;27/08/2017;413
AB1022;R$ 2,00;Campinas;27/08/2017;423
AB1018;R$ 2,00;Recife;27/08/2017;70
AB1017;R$ 4,00;Belo Horizonte;27/08/2017;475
AB1012;R$ 1,00;Salvador;27/08/2017;559
AB1020;R$ 5,00;Recife;27/08/2017;449
AB1021;R$ 1,00;Fortaleza;27/08/2017;553
AB1005;R$ 1,00;Guarulhos;27/08/2017;392
AB1015;R$ 2,00;Goiânia;27/08/2017;315
AB1023;R$ 5,00;São Paulo;27/08/2017;641
AB1002;R$ 4,00;Salvador;27/08/2017;769
AB1013;R$ 1,00;Rio de Janeiro;27/08/2017;377
AB1010;R$ 3,00;São Paulo;27/08/2017;424
AB1012;R$ 3,00;Curitiba;27/08/2017;1
AB1018;R$ 4,00;Porto Alegre;27/08/2017;112
AB1011;R$ 1,00;Niterói;27/08/2017;706
AB1020;R$ 2,00;Nova Iguaço;27/08/2017;19
AB1015;R$ 4,00;Belo Horizonte;27/08/2017;441
AB1023;R$ 4,00;Niterói;27/08/2017;809
AB1013;R$ 1,00;Guarulhos;27/08/2017;610
AB1019;R$ 5,00;Guarulhos;27/08/2017;467
AB1022;R$ 1,00;Belo Horizonte;27/08/2017;397
AB1004;R$ 1,00;Guarulhos;27/08/2017;229
AB1022;R$ 5,00;Guarulhos;27/08/2017;128
AB1010;R$ 2,00;Porto Alegre;28/08/2017;166
AB1006;R$ 1,00;Rio de Janeiro;28/08/2017;570
AB1021;R$ 1,00;Recife;28/08/2017;547
AB1017;R$ 5,00;Goiânia;28/08/2017;177
AB1019;R$ 2,00;São Paulo;28/08/2017;50
AB1008;R$ 3,00;São Paulo;28/08/2017;400
AB1016;R$ 1,00;Goiânia;28/08/2017;365
AB1023;R$ 3,00;Nova Iguaço;28/08/2017;13
AB1002;R$ 3,00;Belo Horizonte;28/08/2017;193
AB1024;R$ 3,00;Rio de Janeiro;28/08/2017;589
AB1021;R$ 3,00;Rio de Janeiro;28/08/2017;28
AB1014;R$ 1,00;Porto Alegre;28/08/2017;68
AB1007;R$ 5,00;Guarulhos;28/08/2017;337
AB1019;R$ 5,00;Guarulhos;28/08/2017;75
AB1015;R$ 2,00;Goiânia;28/08/2017;759
AB1023;R$ 5,00;Guarulhos;28/08/2017;153
AB1019;R$ 5,00;Campinas;28/08/2017;677
AB1003;R$ 4,00;Belo Horizonte;28/08/2017;21
AB1012;R$ 4,00;Guarulhos;28/08/2017;137
AB1023;R$ 2,00;Curitiba;28/08/2017;628
AB1024;R$ 5,00;Porto Alegre;28/08/2017;664
AB1006;R$ 5,00;Porto Alegre;28/08/2017;112
AB1024;R$ 3,00;Guarulhos;29/08/2017;524
AB1006;R$ 2,00;Nova Iguaço;29/08/2017;420
AB1022;R$ 5,00;Belo Horizonte;29/08/2017;421
AB1015;R$ 5,00;São Paulo;29/08/2017;429
AB1024;R$ 3,00;Guarulhos;29/08/2017;185
AB1016;R$ 3,00;Nova Iguaço;29/08/2017;576
AB1009;R$ 5,00;Recife;29/08/2017;380
AB1015;R$ 5,00;Goiânia;29/08/2017;89
AB1023;R$ 4,00;Goiânia;29/08/2017;274
AB1023;R$ 4,00;Niterói;29/08/2017;546
AB1009;R$ 3,00;Guarulhos;29/08/2017;48
AB1007;R$ 2,00;Niterói;29/08/2017;118
AB1008;R$ 3,00;Belo Horizonte;29/08/2017;470
AB1022;R$ 5,00;Goiânia;29/08/2017;352
AB1006;R$ 4,00;Guarulhos;29/08/2017;302
AB1003;R$ 5,00;Curitiba;29/08/2017;394
AB1003;R$ 2,00;Rio de Janeiro;29/08/2017;326
AB1020;R$ 5,00;Fortaleza;29/08/2017;796
AB1022;R$ 3,00;Rio de Janeiro;29/08/2017;462
AB1001;R$ 5,00;Recife;29/08/2017;197
AB1003;R$ 5,00;Salvador;29/08/2017;559
AB1009;R$ 3,00;Nova Iguaço;29/08/2017;324
AB1020;R$ 1,00;Campinas;29/08/2017;138
AB1021;R$ 3,00;Curitiba;30/08/2017;743
AB1006;R$ 2,00;Belo Horizonte;30/08/2017;542
AB1009;R$ 2,00;Curitiba;30/08/2017;705
AB1024;R$ 4,00;Porto Alegre;30/08/2017;360
AB1013;R$ 5,00;Goiânia;30/08/2017;89
AB1021;R$ 2,00;Campinas;30/08/2017;447
AB1008;R$ 3,00;Fortaleza;30/08/2017;557
AB1002;R$ 3,00;Belo Horizonte;30/08/2017;611
AB1020;R$ 5,00;Guarulhos;30/08/2017;127
AB1022;R$ 5,00;Niterói;30/08/2017;464
AB1018;R$ 1,00;Rio de Janeiro;30/08/2017;499
AB1024;R$ 2,00;São Paulo;30/08/2017;641
AB1023;R$ 3,00;Guarulhos;30/08/2017;74
AB1017;R$ 1,00;Goiânia;30/08/2017;759
AB1001;R$ 3,00;Goiânia;30/08/2017;116
AB1016;R$ 4,00;Campinas;30/08/2017;139
AB1007;R$ 5,00;Salvador;30/08/2017;544
AB1021;R$ 1,00;Nova Iguaço;30/08/2017;649
AB1013;R$ 2,00;Recife;30/08/2017;335
AB1021;R$ 2,00;Rio de Janeiro;31/08/2017;194
AB1013;R$ 1,00;Porto Alegre;31/08/2017;361
AB1007;R$ 1,00;São Paulo;31/08/2017;261
AB1013;R$ 4,00;Rio de Janeiro;31/08/2017;134
AB1008;R$ 3,00;Recife;31/08/2017;768
AB1020;R$ 2,00;Niterói;31/08/2017;464
AB1012;R$ 4,00;Fortaleza;31/08/2017;163
AB1019;R$ 4,00;Rio de Janeiro;31/08/2017;107
AB1022;R$ 2,00;Fortaleza;31/08/2017;286
AB1003;R$ 5,00;Recife;31/08/2017;597
AB1008;R$ 1,00;Fortaleza;31/08/2017;609
AB1006;R$ 5,00;Salvador;31/08/2017;481
AB1010;R$ 3,00;Guarulhos;31/08/2017;167
AB1022;R$ 2,00;Recife;31/08/2017;27
AB1015;R$ 3,00;Guarulhos;31/08/2017;26
AB1007;R$ 3,00;Salvador;31/08/2017;775
AB1020;R$ 2,00;Curitiba;31/08/2017;346
AB1019;R$ 2,00;Campinas;31/08/2017;423
AB1019;R$ 4,00;Salvador;31/08/2017;692
AB1004;R$ 1,00;Guarulhos;31/08/2017;185
AB1008;R$ 4,00;Niterói;31/08/2017;495
AB1024;R$ 3,00;Guarulhos;31/08/2017;47
AB1015;R$ 2,00;Guarulhos;31/08/2017;337
AB1004;R$ 1,00;Curitiba;31/08/2017;239
AB1023;R$ 5,00;São Paulo;31/08/2017;797
AB1004;R$ 4,00;Niterói;31/08/2017;273
AB1010;R$ 5,00;Niterói;31/08/2017;763
AB1023;R$ 1,00;Guarulhos;31/08/2017;101
AB1024;R$ 1,00;Nova Iguaço;31/08/2017;384
AB1001;R$ 3,00;Goiânia;31/08/2017;291
AB1012;R$ 1,00;Guarulhos;31/08/2017;358
AB1013;R$ 1,00;Recife;01/09/2017;5
AB1013;R$ 1,00;Salvador;01/09/2017;790
AB1011;R$ 4,00;Campinas;01/09/2017;439
AB1021;R$ 5,00;Belo Horizonte;01/09/2017;660
AB1010;R$ 4,00;Niterói;01/09/2017;807
AB1003;R$ 2,00;Recife;01/09/2017;595
AB1004;R$ 2,00;Goiânia;01/09/2017;539
AB1002;R$ 4,00;Goiânia;01/09/2017;469
AB1001;R$ 3,00;São Paulo;01/09/2017;446
AB1010;R$ 4,00;Niterói;01/09/2017;798
AB1005;R$ 5,00;Belo Horizonte;01/09/2017;186
AB1006;R$ 2,00;Recife;01/09/2017;777
AB1010;R$ 3,00;São Paulo;01/09/2017;725
AB1002;R$ 2,00;Porto Alegre;01/09/2017;668
AB1021;R$ 4,00;Salvador;01/09/2017;594
AB1002;R$ 5,00;Porto Alegre;01/09/2017;668
AB1021;R$ 3,00;Guarulhos;01/09/2017;229
AB1009;R$ 5,00;Recife;01/09/2017;380
AB1005;R$ 2,00;Guarulhos;01/09/2017;610
AB1012;R$ 1,00;São Paulo;01/09/2017;145
AB1021;R$ 2,00;Rio de Janeiro;01/09/2017;325
AB1008;R$ 2,00;Guarulhos;01/09/2017;212
AB1015;R$ 1,00;Nova Iguaço;01/09/2017;575
AB1024;R$ 2,00;Rio de Janeiro;01/09/2017;3
AB1013;R$ 3,00;Guarulhos;01/09/2017;596
AB1014;R$ 1,00;Nova Iguaço;01/09/2017;355
AB1001;R$ 3,00;Salvador;01/09/2017;100
AB1011;R$ 3,00;Niterói;02/09/2017;488
AB1009;R$ 3,00;Porto Alegre;02/09/2017;143
AB1002;R$ 2,00;Salvador;02/09/2017;90
AB1023;R$ 3,00;São Paulo;02/09/2017;79
AB1021;R$ 4,00;Guarulhos;02/09/2017;153
AB1009;R$ 2,00;Porto Alegre;02/09/2017;522
AB1018;R$ 3,00;Campinas;02/09/2017;422
AB1013;R$ 3,00;Campinas;02/09/2017;422
AB1019;R$ 3,00;Porto Alegre;02/09/2017;668
AB1014;R$ 4,00;Belo Horizonte;02/09/2017;193
AB1021;R$ 4,00;Campinas;02/09/2017;639
AB1007;R$ 5,00;Goiânia;02/09/2017;438
AB1023;R$ 1,00;Rio de Janeiro;02/09/2017;259
AB1013;R$ 2,00;Goiânia;02/09/2017;425
AB1011;R$ 2,00;Campinas;02/09/2017;191
AB1003;R$ 1,00;Curitiba;02/09/2017;442
AB1024;R$ 2,00;Nova Iguaço;02/09/2017;517
AB1001;R$ 3,00;Porto Alegre;02/09/2017;68
AB1003;R$ 2,00;Salvador;02/09/2017;787
AB1008;R$ 4,00;Nova Iguaço;02/09/2017;124
AB1001;R$ 3,00;Belo Horizonte;02/09/2017;611
AB1003;R$ 5,00;Belo Horizonte;02/09/2017;251
AB1020;R$ 1,00;Belo Horizonte;02/09/2017;430
AB1023;R$ 4,00;Campinas;02/09/2017;431
AB1022;R$ 1,00;Guarulhos;02/09/2017;392
AB1019;R$ 4,00;Curitiba;03/09/2017;210
AB1009;R$ 2,00;Salvador;03/09/2017;534
AB1001;R$ 5,00;Nova Iguaço;03/09/2017;530
AB1012;R$ 2,00;Salvador;03/09/2017;97
AB1016;R$ 4,00;Campinas;03/09/2017;638
AB1013;R$ 3,00;Belo Horizonte;03/09/2017;783
AB1018;R$ 2,00;Fortaleza;03/09/2017;255
AB1007;R$ 1,00;Rio de Janeiro;03/09/2017;336
AB1006;R$ 5,00;São Paulo;03/09/2017;196
AB1020;R$ 4,00;Porto Alegre;03/09/2017;668
AB1023;R$ 3,00;Fortaleza;03/09/2017;279
AB1012;R$ 3,00;Salvador;03/09/2017;551
AB1020;R$ 3,00;Goiânia;03/09/2017;685
AB1009;R$ 3,00;Goiânia;03/09/2017;562
AB1012;R$ 3,00;Porto Alegre;03/09/2017;795
AB1001;R$ 1,00;São Paulo;03/09/2017;617
AB1021;R$ 2,00;Nova Iguaço;03/09/2017;355
AB1019;R$ 3,00;Recife;03/09/2017;335
AB1023;R$ 5,00;Rio de Janeiro;03/09/2017;29
AB1021;R$ 3,00;Salvador;03/09/2017;551
