COD,Valor Pedido,Cidade,Data da Venda,COD Cliente
AB1024,4.0,Nova Iguaço,2017-04-20,649
AB1003,1.0,Niterói,2017-04-20,30
AB1020,1.0,Recife,2017-04-20,500
AB1010,2.0,Campinas,2017-04-20,755
AB1017,2.0,Goiânia,2017-04-20,414
AB1022,3.0,Campinas,2017-04-20,262
AB1005,1.0,Rio de Janeiro,2017-04-20,476
AB1005,5.0,Rio de Janeiro,2017-04-20,52
AB1022,2.0,Curitiba,2017-04-20,239
AB1013,2.0,Belo Horizonte,2017-04-20,550
AB1024,2.0,Guarulhos,2017-04-20,256
AB1002,4.0,São Paulo,2017-04-20,196
AB1013,4.0,Recife,2017-04-20,513
AB1015,5.0,Recife,2017-04-20,768
AB1004,2.0,Belo Horizonte,2017-04-20,611
AB1012,5.0,Salvador,2017-04-20,170
AB1008,1.0,Salvador,2017-04-20,247
AB1004,4.0,Belo Horizonte,2017-04-20,724
AB1001,1.0,Guarulhos,2017-04-20,185
AB1002,1.0,Goiânia,2017-04-20,414
AB1010,4.0,Guarulhos,2017-04-20,465
AB1003,3.0,Curitiba,2017-04-20,705
AB1011,5.0,Nova Iguaço,2017-04-20,543
AB1010,2.0,Rio de Janeiro,2017-04-20,377
AB1021,4.0,Rio de Janeiro,2017-04-20,804
AB1019,3.0,Recife,2017-04-21,653
AB1021,4.0,Fortaleza,2017-04-21,163
AB1008,3.0,Guarulhos,2017-04-21,358
AB1004,2.0,Campinas,2017-04-21,659
AB1014,1.0,Rio de Janeiro,2017-04-21,531
AB1016,2.0,Belo Horizonte,2017-04-21,397
AB1006,4.0,Niterói,2017-04-21,10
AB1024,2.0,Nova Iguaço,2017-04-21,782
AB1011,1.0,Recife,2017-04-21,373
AB1004,4.0,Fortaleza,2017-04-21,130
AB1018,4.0,Fortaleza,2017-04-21,255
AB1007,4.0,São Paulo,2017-04-21,406
AB1014,3.0,Curitiba,2017-04-21,1
AB1009,3.0,Recife,2017-04-21,595
AB1019,3.0,Rio de Janeiro,2017-04-21,476
AB1006,5.0,São Paulo,2017-04-21,303
AB1016,1.0,Recife,2017-04-21,321
AB1021,1.0,Curitiba,2017-04-21,210
AB1005,3.0,Belo Horizonte,2017-04-21,418
AB1018,5.0,Porto Alegre,2017-04-21,159
AB1001,1.0,Curitiba,2017-04-21,751
AB1003,3.0,Fortaleza,2017-04-21,354
AB1008,1.0,Guarulhos,2017-04-21,233
AB1022,5.0,Guarulhos,2017-04-21,536
AB1013,1.0,São Paulo,2017-04-21,196
AB1011,4.0,Recife,2017-04-21,304
AB1007,3.0,Campinas,2017-04-21,505
AB1015,5.0,Rio de Janeiro,2017-04-21,125
AB1017,2.0,Rio de Janeiro,2017-04-21,325
AB1015,1.0,Guarulhos,2017-04-21,577
AB1021,3.0,Niterói,2017-04-21,146
AB1008,4.0,São Paulo,2017-04-21,69
AB1002,1.0,Guarulhos,2017-04-21,528
AB1007,3.0,Guarulhos,2017-04-21,294
AB1002,2.0,Curitiba,2017-04-21,367
AB1001,1.0,Goiânia,2017-04-21,246
AB1009,1.0,São Paulo,2017-04-22,382
AB1023,2.0,São Paulo,2017-04-22,49
AB1017,4.0,Fortaleza,2017-04-22,622
AB1023,3.0,Belo Horizonte,2017-04-22,724
AB1020,5.0,Guarulhos,2017-04-22,48
AB1014,2.0,Recife,2017-04-22,595
AB1018,4.0,Niterói,2017-04-22,222
AB1013,4.0,Curitiba,2017-04-22,394
AB1007,1.0,Niterói,2017-04-22,118
AB1005,1.0,Fortaleza,2017-04-22,130
AB1011,1.0,Salvador,2017-04-22,164
AB1009,3.0,Porto Alegre,2017-04-22,795
AB1020,3.0,Goiânia,2017-04-22,349
AB1016,3.0,Fortaleza,2017-04-22,157
AB1003,3.0,Campinas,2017-04-22,638
AB1023,5.0,Fortaleza,2017-04-22,468
AB1009,2.0,Guarulhos,2017-04-22,229
AB1006,3.0,Goiânia,2017-04-22,299
AB1024,1.0,Salvador,2017-04-22,168
AB1023,3.0,São Paulo,2017-04-22,209
AB1015,4.0,Rio de Janeiro,2017-04-22,749
AB1020,4.0,Guarulhos,2017-04-22,440
AB1024,2.0,São Paulo,2017-04-22,209
AB1016,1.0,Nova Iguaço,2017-04-22,689
AB1003,3.0,Guarulhos,2017-04-22,491
AB1015,4.0,Campinas,2017-04-22,347
AB1021,4.0,Curitiba,2017-04-22,271
AB1012,3.0,Curitiba,2017-04-23,95
AB1008,1.0,Nova Iguaço,2017-04-23,124
AB1017,1.0,São Paulo,2017-04-23,617
AB1016,1.0,Recife,2017-04-23,321
AB1009,5.0,Campinas,2017-04-23,86
AB1009,2.0,Porto Alegre,2017-04-23,253
AB1024,2.0,Niterói,2017-04-23,658
AB1002,2.0,Rio de Janeiro,2017-04-23,499
AB1024,5.0,Campinas,2017-04-23,563
AB1015,2.0,Goiânia,2017-04-23,469
AB1021,3.0,Nova Iguaço,2017-04-23,384
AB1006,1.0,Nova Iguaço,2017-04-23,24
AB1014,1.0,Recife,2017-04-23,106
AB1002,1.0,Goiânia,2017-04-23,466
AB1013,5.0,Recife,2017-04-23,169
AB1003,3.0,Niterói,2017-04-23,546
AB1015,1.0,Fortaleza,2017-04-23,480
AB1007,1.0,Niterói,2017-04-23,658
AB1022,4.0,Porto Alegre,2017-04-24,474
AB1022,5.0,Campinas,2017-04-24,45
AB1004,5.0,Salvador,2017-04-24,156
AB1008,5.0,Campinas,2017-04-24,607
AB1004,3.0,São Paulo,2017-04-24,748
AB1010,3.0,Nova Iguaço,2017-04-24,124
AB1005,2.0,Guarulhos,2017-04-24,41
AB1019,4.0,Campinas,2017-04-24,329
AB1019,5.0,Guarulhos,2017-04-24,536
AB1008,3.0,Belo Horizonte,2017-04-24,154
AB1018,5.0,Nova Iguaço,2017-04-24,691
AB1013,3.0,Recife,2017-04-24,370
AB1003,4.0,Rio de Janeiro,2017-04-24,44
AB1015,5.0,Fortaleza,2017-04-24,703
AB1019,1.0,Nova Iguaço,2017-04-24,308
AB1009,1.0,Recife,2017-04-24,595
AB1017,3.0,Fortaleza,2017-04-24,621
AB1006,3.0,Porto Alegre,2017-04-24,230
AB1010,5.0,Campinas,2017-04-24,439
AB1012,3.0,Guarulhos,2017-04-24,337
AB1011,2.0,Fortaleza,2017-04-24,471
AB1016,4.0,Salvador,2017-04-24,156
AB1023,5.0,Belo Horizonte,2017-04-25,21
AB1014,4.0,Goiânia,2017-04-25,518
AB1014,2.0,Nova Iguaço,2017-04-25,782
AB1011,4.0,Belo Horizonte,2017-04-25,357
AB1014,3.0,Porto Alegre,2017-04-25,588
AB1001,2.0,Recife,2017-04-25,513
AB1001,5.0,Campinas,2017-04-25,265
AB1012,1.0,Belo Horizonte,2017-04-25,313
AB1008,3.0,Campinas,2017-04-25,347
AB1009,5.0,Porto Alegre,2017-04-25,754
AB1019,2.0,Goiânia,2017-04-25,414
AB1015,2.0,Belo Horizonte,2017-04-25,180
AB1013,4.0,Goiânia,2017-04-25,682
AB1008,2.0,Nova Iguaço,2017-04-25,627
AB1021,4.0,Goiânia,2017-04-25,682
AB1003,1.0,Campinas,2017-04-25,677
AB1009,2.0,Rio de Janeiro,2017-04-25,213
AB1008,5.0,Guarulhos,2017-04-25,184
AB1002,3.0,Curitiba,2017-04-25,250
AB1010,1.0,Belo Horizonte,2017-04-25,666
AB1001,2.0,Guarulhos,2017-04-25,548
AB1018,5.0,Guarulhos,2017-04-25,290
AB1015,5.0,Recife,2017-04-25,509
AB1015,1.0,São Paulo,2017-04-25,382
AB1006,4.0,Curitiba,2017-04-25,345
AB1002,1.0,São Paulo,2017-04-26,310
AB1022,3.0,Porto Alegre,2017-04-26,132
AB1001,5.0,Campinas,2017-04-26,670
AB1001,2.0,Curitiba,2017-04-26,741
AB1004,3.0,Campinas,2017-04-26,201
AB1022,3.0,Belo Horizonte,2017-04-26,783
AB1013,5.0,Guarulhos,2017-04-26,479
AB1013,1.0,Campinas,2017-04-26,59
AB1009,3.0,Goiânia,2017-04-26,88
AB1017,4.0,Recife,2017-04-26,380
AB1017,4.0,Niterói,2017-04-26,708
AB1012,4.0,Guarulhos,2017-04-26,465
AB1019,5.0,Curitiba,2017-04-26,751
AB1007,4.0,Niterói,2017-04-26,273
AB1014,5.0,Curitiba,2017-04-26,628
AB1014,5.0,Salvador,2017-04-26,769
AB1005,5.0,Guarulhos,2017-04-26,83
AB1005,3.0,Guarulhos,2017-04-26,119
AB1011,3.0,Guarulhos,2017-04-26,440
AB1007,5.0,Curitiba,2017-04-26,774
AB1002,3.0,Recife,2017-04-26,342
AB1012,5.0,Goiânia,2017-04-26,435
AB1007,5.0,São Paulo,2017-04-26,105
AB1011,3.0,Guarulhos,2017-04-27,536
AB1017,4.0,Nova Iguaço,2017-04-27,569
AB1005,1.0,Belo Horizonte,2017-04-27,123
AB1009,3.0,Rio de Janeiro,2017-04-27,28
AB1011,5.0,Belo Horizonte,2017-04-27,786
AB1015,1.0,Recife,2017-04-27,277
AB1020,5.0,Guarulhos,2017-04-27,502
AB1014,4.0,Rio de Janeiro,2017-04-27,804
AB1006,2.0,Nova Iguaço,2017-04-27,51
AB1017,4.0,Fortaleza,2017-04-27,91
AB1008,1.0,Porto Alegre,2017-04-27,696
AB1020,2.0,Belo Horizonte,2017-04-27,23
AB1011,1.0,Fortaleza,2017-04-27,553
AB1015,2.0,Porto Alegre,2017-04-27,474
AB1005,2.0,Guarulhos,2017-04-27,372
AB1008,2.0,Niterói,2017-04-27,710
AB1023,1.0,Niterói,2017-04-27,495
AB1009,2.0,Recife,2017-04-27,268
AB1011,4.0,Niterói,2017-04-27,495
AB1020,4.0,Belo Horizonte,2017-04-27,470
AB1016,1.0,Guarulhos,2017-04-27,623
AB1016,3.0,Recife,2017-04-27,616
AB1015,5.0,Goiânia,2017-04-27,438
AB1011,3.0,Guarulhos,2017-04-28,596
AB1021,3.0,Salvador,2017-04-28,100
AB1013,3.0,Campinas,2017-04-28,262
AB1019,5.0,Fortaleza,2017-04-28,263
AB1017,5.0,Fortaleza,2017-04-28,288
AB1013,5.0,Porto Alegre,2017-04-28,305
AB1014,5.0,Goiânia,2017-04-28,425
AB1003,4.0,Recife,2017-04-28,633
AB1009,1.0,Porto Alegre,2017-04-28,515
AB1020,5.0,Campinas,2017-04-28,150
AB1010,4.0,Goiânia,2017-04-28,605
AB1011,4.0,Porto Alegre,2017-04-28,702
AB1016,1.0,São Paulo,2017-04-28,389
AB1008,2.0,Porto Alegre,2017-04-28,12
AB1020,2.0,São Paulo,2017-04-28,424
AB1002,1.0,Niterói,2017-04-28,807
AB1006,5.0,Guarulhos,2017-04-28,119
AB1011,2.0,Salvador,2017-04-28,700
AB1022,2.0,Guarulhos,2017-04-28,175
AB1012,1.0,Recife,2017-04-28,197
AB1013,4.0,Salvador,2017-04-28,232
AB1003,3.0,Campinas,2017-04-28,670
AB1001,4.0,Campinas,2017-04-28,659
AB1019,3.0,Salvador,2017-04-29,168
AB1003,1.0,Goiânia,2017-04-29,17
AB1017,2.0,Nova Iguaço,2017-04-29,574
AB1022,3.0,Curitiba,2017-04-29,628
AB1010,3.0,Salvador,2017-04-29,594
AB1020,5.0,Recife,2017-04-29,449
AB1003,4.0,Niterói,2017-04-29,708
AB1006,4.0,Salvador,2017-04-29,752
AB1017,1.0,Niterói,2017-04-29,549
AB1019,4.0,Rio de Janeiro,2017-04-29,368
AB1001,3.0,Recife,2017-04-29,547
AB1011,5.0,Belo Horizonte,2017-04-29,721
AB1018,2.0,Curitiba,2017-04-29,478
AB1014,1.0,Rio de Janeiro,2017-04-29,284
AB1009,2.0,Curitiba,2017-04-29,803
AB1022,5.0,Belo Horizonte,2017-04-29,497
AB1023,3.0,Recife,2017-04-29,254
AB1008,5.0,Curitiba,2017-04-29,498
AB1007,2.0,Guarulhos,2017-04-29,67
AB1022,3.0,Goiânia,2017-04-29,615
AB1005,1.0,Goiânia,2017-04-29,512
AB1005,1.0,Nova Iguaço,2017-04-29,324
AB1019,5.0,Curitiba,2017-04-29,493
AB1019,5.0,Salvador,2017-04-29,31
AB1009,3.0,Fortaleza,2017-04-29,503
AB1010,2.0,Guarulhos,2017-04-29,26
AB1021,4.0,Niterói,2017-04-29,454
AB1019,4.0,Belo Horizonte,2017-04-29,391
AB1022,1.0,Salvador,2017-04-29,481
AB1006,4.0,Niterói,2017-04-29,176
AB1008,2.0,Porto Alegre,2017-04-29,361
AB1006,1.0,Rio de Janeiro,2017-04-29,259
AB1007,2.0,Nova Iguaço,2017-04-29,516
AB1008,5.0,Recife,2017-04-29,633
AB1017,5.0,Belo Horizonte,2017-04-29,413
AB1016,1.0,Guarulhos,2017-04-29,491
AB1004,2.0,Niterói,2017-04-29,35
AB1014,4.0,Goiânia,2017-04-29,225
AB1009,3.0,Rio de Janeiro,2017-04-29,195
AB1012,5.0,Porto Alegre,2017-04-29,811
AB1003,2.0,São Paulo,2017-04-30,202
AB1013,3.0,Guarulhos,2017-04-30,242
AB1020,2.0,Niterói,2017-04-30,486
AB1022,4.0,Fortaleza,2017-04-30,687
AB1011,2.0,Guarulhos,2017-04-30,564
AB1009,3.0,São Paulo,2017-04-30,408
AB1011,3.0,Belo Horizonte,2017-04-30,550
AB1005,2.0,São Paulo,2017-04-30,541
AB1021,1.0,Curitiba,2017-04-30,812
AB1023,4.0,Recife,2017-04-30,822
AB1003,5.0,Campinas,2017-04-30,521
AB1012,5.0,Rio de Janeiro,2017-04-30,571
AB1022,5.0,Rio de Janeiro,2017-04-30,694
AB1017,1.0,Belo Horizonte,2017-04-30,693
AB1024,1.0,Fortaleza,2017-04-30,269
AB1004,1.0,Guarulhos,2017-04-30,37
AB1013,1.0,Fortaleza,2017-04-30,580
AB1011,4.0,Porto Alegre,2017-04-30,378
AB1023,5.0,Campinas,2017-04-30,766
AB1014,5.0,Nova Iguaço,2017-04-30,308
AB1022,3.0,Niterói,2017-04-30,584
AB1020,5.0,Recife,2017-04-30,597
AB1011,1.0,Niterói,2017-04-30,40
AB1016,5.0,São Paulo,2017-04-30,314
AB1016,4.0,Guarulhos,2017-04-30,467
AB1015,1.0,Nova Iguaço,2017-04-30,585
AB1012,5.0,Rio de Janeiro,2017-04-30,374
AB1008,1.0,Guarulhos,2017-04-30,302
AB1004,4.0,Curitiba,2017-04-30,293
AB1014,4.0,Curitiba,2017-04-30,637
AB1022,3.0,Niterói,2017-05-01,731
AB1002,4.0,Nova Iguaço,2017-05-01,282
AB1020,1.0,Salvador,2017-05-01,448
AB1003,1.0,Salvador,2017-05-01,700
AB1005,4.0,São Paulo,2017-05-01,382
AB1012,5.0,Guarulhos,2017-05-01,153
AB1009,1.0,São Paulo,2017-05-01,50
AB1005,5.0,Curitiba,2017-05-01,478
AB1014,2.0,Salvador,2017-05-01,15
AB1012,3.0,Niterói,2017-05-01,763
AB1024,2.0,Niterói,2017-05-01,658
AB1010,4.0,Curitiba,2017-05-01,7
AB1010,3.0,Fortaleza,2017-05-01,612
AB1023,3.0,Recife,2017-05-01,169
AB1022,1.0,Niterói,2017-05-01,276
AB1012,1.0,Campinas,2017-05-01,485
AB1009,1.0,Belo Horizonte,2017-05-01,786
AB1004,2.0,Curitiba,2017-05-01,238
AB1022,2.0,Porto Alegre,2017-05-01,200
AB1016,3.0,Campinas,2017-05-01,439
AB1010,2.0,Rio de Janeiro,2017-05-01,804
AB1019,3.0,Guarulhos,2017-05-01,538
AB1013,5.0,Nova Iguaço,2017-05-01,556
AB1016,3.0,Belo Horizonte,2017-05-01,611
AB1017,1.0,Rio de Janeiro,2017-05-01,443
AB1017,3.0,Curitiba,2017-05-01,345
AB1002,1.0,Nova Iguaço,2017-05-01,330
AB1004,1.0,Guarulhos,2017-05-01,610
AB1012,5.0,Rio de Janeiro,2017-05-01,92
AB1010,5.0,Recife,2017-05-02,509
AB1002,5.0,Guarulhos,2017-05-02,102
AB1017,3.0,Curitiba,2017-05-02,271
AB1002,3.0,Porto Alegre,2017-05-02,733
AB1023,3.0,Porto Alegre,2017-05-02,230
AB1005,5.0,Recife,2017-05-02,81
AB1012,1.0,Curitiba,2017-05-02,239
AB1009,1.0,São Paulo,2017-05-02,69
AB1023,2.0,Belo Horizonte,2017-05-02,359
AB1009,4.0,Fortaleza,2017-05-02,781
AB1004,1.0,Salvador,2017-05-02,275
AB1016,3.0,Belo Horizonte,2017-05-02,660
AB1022,4.0,Curitiba,2017-05-02,705
AB1021,5.0,Nova Iguaço,2017-05-02,460
AB1010,2.0,Guarulhos,2017-05-02,126
AB1019,3.0,Goiânia,2017-05-02,351
AB1011,5.0,Recife,2017-05-02,169
AB1006,4.0,Porto Alegre,2017-05-02,592
AB1018,2.0,Nova Iguaço,2017-05-02,655
AB1009,4.0,São Paulo,2017-05-02,718
AB1004,2.0,Fortaleza,2017-05-02,480
AB1020,2.0,Niterói,2017-05-02,454
AB1022,5.0,Campinas,2017-05-02,395
AB1002,2.0,Guarulhos,2017-05-02,167
AB1003,4.0,Goiânia,2017-05-02,315
AB1011,3.0,Salvador,2017-05-02,712
AB1024,3.0,Guarulhos,2017-05-02,98
AB1016,5.0,Rio de Janeiro,2017-05-02,125
AB1020,1.0,Salvador,2017-05-02,593
AB1017,3.0,Rio de Janeiro,2017-05-02,362
AB1019,5.0,Campinas,2017-05-02,265
AB1013,1.0,Belo Horizonte,2017-05-02,660
AB1005,2.0,Guarulhos,2017-05-02,137
AB1010,3.0,Curitiba,2017-05-03,741
AB1020,3.0,Niterói,2017-05-03,222
AB1007,3.0,Salvador,2017-05-03,237
AB1007,1.0,Belo Horizonte,2017-05-03,631
AB1001,4.0,Campinas,2017-05-03,422
AB1020,5.0,Guarulhos,2017-05-03,364
AB1002,4.0,Recife,2017-05-03,555
AB1017,5.0,Porto Alegre,2017-05-03,620
AB1024,3.0,São Paulo,2017-05-03,748
AB1016,1.0,Guarulhos,2017-05-03,356
AB1017,5.0,Belo Horizonte,2017-05-03,220
AB1006,3.0,Niterói,2017-05-03,706
AB1024,1.0,Rio de Janeiro,2017-05-03,92
AB1002,4.0,Porto Alegre,2017-05-03,554
AB1006,3.0,Salvador,2017-05-03,90
AB1023,1.0,Porto Alegre,2017-05-03,780
AB1019,2.0,Salvador,2017-05-03,559
AB1008,2.0,Recife,2017-05-03,254
AB1011,3.0,Nova Iguaço,2017-05-03,530
AB1004,1.0,Goiânia,2017-05-03,532
AB1014,5.0,Curitiba,2017-05-03,493
AB1013,1.0,Recife,2017-05-03,500
AB1024,3.0,Rio de Janeiro,2017-05-03,744
AB1010,4.0,Guarulhos,2017-05-03,564
AB1003,4.0,Guarulhos,2017-05-03,587
AB1007,2.0,Guarulhos,2017-05-03,41
AB1003,2.0,Nova Iguaço,2017-05-03,579
AB1022,3.0,Curitiba,2017-05-03,85
AB1018,1.0,São Paulo,2017-05-03,728
AB1014,2.0,Salvador,2017-05-03,168
AB1020,2.0,Guarulhos,2017-05-03,127
AB1012,5.0,Rio de Janeiro,2017-05-03,331
AB1007,2.0,Guarulhos,2017-05-03,536
AB1004,2.0,Rio de Janeiro,2017-05-03,121
AB1023,4.0,Salvador,2017-05-03,245
AB1016,2.0,Campinas,2017-05-03,521
AB1011,2.0,Rio de Janeiro,2017-05-03,572
AB1008,2.0,Porto Alegre,2017-05-03,72
AB1021,5.0,Curitiba,2017-05-04,741
AB1011,4.0,Rio de Janeiro,2017-05-04,331
AB1011,5.0,Guarulhos,2017-05-04,538
AB1010,3.0,Nova Iguaço,2017-05-04,278
AB1010,1.0,Nova Iguaço,2017-05-04,14
AB1023,1.0,Recife,2017-05-04,268
AB1018,1.0,Rio de Janeiro,2017-05-04,29
AB1004,3.0,Goiânia,2017-05-04,532
AB1008,5.0,São Paulo,2017-05-04,725
AB1008,3.0,Belo Horizonte,2017-05-04,180
AB1016,3.0,Belo Horizonte,2017-05-04,550
AB1009,2.0,Nova Iguaço,2017-05-04,690
AB1018,2.0,Porto Alegre,2017-05-04,801
AB1018,5.0,São Paulo,2017-05-04,202
AB1010,2.0,Curitiba,2017-05-04,1
AB1006,5.0,Nova Iguaço,2017-05-04,574
AB1013,5.0,Goiânia,2017-05-04,614
AB1010,1.0,Goiânia,2017-05-04,315
AB1013,3.0,Rio de Janeiro,2017-05-04,804
AB1001,3.0,Guarulhos,2017-05-04,290
AB1020,3.0,Rio de Janeiro,2017-05-04,377
AB1006,2.0,Porto Alegre,2017-05-04,432
AB1021,3.0,Nova Iguaço,2017-05-04,460
AB1022,4.0,Porto Alegre,2017-05-04,200
AB1006,4.0,Porto Alegre,2017-05-04,702
AB1016,5.0,Porto Alegre,2017-05-04,360
AB1013,4.0,Recife,2017-05-04,513
AB1005,4.0,Fortaleza,2017-05-04,113
AB1024,1.0,Belo Horizonte,2017-05-04,357
AB1016,3.0,Guarulhos,2017-05-04,457
AB1011,1.0,Nova Iguaço,2017-05-04,598
AB1017,5.0,Porto Alegre,2017-05-04,795
AB1007,2.0,Recife,2017-05-04,729
AB1010,4.0,Guarulhos,2017-05-04,101
AB1020,4.0,Recife,2017-05-04,165
AB1016,2.0,Belo Horizonte,2017-05-04,542
AB1013,2.0,Goiânia,2017-05-04,182
AB1021,5.0,Recife,2017-05-04,672
AB1017,5.0,Niterói,2017-05-04,708
AB1016,1.0,Porto Alegre,2017-05-04,6
AB1004,2.0,Niterói,2017-05-05,401
AB1010,5.0,Salvador,2017-05-05,792
AB1005,3.0,Porto Alegre,2017-05-05,588
AB1004,4.0,Salvador,2017-05-05,765
AB1007,5.0,Curitiba,2017-05-05,560
AB1021,2.0,Belo Horizonte,2017-05-05,357
AB1011,5.0,Nova Iguaço,2017-05-05,14
AB1017,2.0,Salvador,2017-05-05,448
AB1002,4.0,Guarulhos,2017-05-05,393
AB1020,1.0,Niterói,2017-05-05,654
AB1005,4.0,Campinas,2017-05-05,793
AB1013,1.0,Guarulhos,2017-05-05,501
AB1013,1.0,Guarulhos,2017-05-05,119
AB1008,4.0,Fortaleza,2017-05-05,697
AB1016,5.0,Guarulhos,2017-05-05,337
AB1010,3.0,Nova Iguaço,2017-05-05,604
AB1023,5.0,Fortaleza,2017-05-05,565
AB1009,3.0,Salvador,2017-05-05,156
AB1006,2.0,Fortaleza,2017-05-05,740
AB1019,2.0,Goiânia,2017-05-05,435
AB1008,1.0,Fortaleza,2017-05-05,461
AB1019,5.0,Rio de Janeiro,2017-05-05,155
AB1005,5.0,Salvador,2017-05-05,800
AB1005,3.0,São Paulo,2017-05-06,319
AB1014,1.0,Guarulhos,2017-05-06,392
AB1006,5.0,São Paulo,2017-05-06,450
AB1015,2.0,Recife,2017-05-06,39
AB1003,4.0,Recife,2017-05-06,595
AB1018,3.0,Guarulhos,2017-05-06,491
AB1006,3.0,Guarulhos,2017-05-06,136
AB1014,3.0,Salvador,2017-05-06,481
AB1010,1.0,São Paulo,2017-05-06,797
AB1020,3.0,Goiânia,2017-05-06,539
AB1019,1.0,Niterói,2017-05-06,514
AB1009,4.0,Goiânia,2017-05-06,466
AB1002,4.0,Guarulhos,2017-05-06,75
AB1016,5.0,Salvador,2017-05-06,264
AB1024,1.0,Belo Horizonte,2017-05-06,581
AB1006,1.0,Fortaleza,2017-05-06,735
AB1014,2.0,Guarulhos,2017-05-06,561
AB1017,2.0,Recife,2017-05-06,219
AB1018,1.0,Curitiba,2017-05-06,478
AB1005,1.0,Niterói,2017-05-06,486
AB1014,5.0,Guarulhos,2017-05-06,229
AB1017,1.0,Niterói,2017-05-06,488
AB1021,3.0,Belo Horizonte,2017-05-06,385
AB1012,5.0,Guarulhos,2017-05-06,128
AB1001,4.0,Rio de Janeiro,2017-05-06,537
AB1007,5.0,Fortaleza,2017-05-06,553
AB1013,3.0,Campinas,2017-05-06,243
AB1024,1.0,Rio de Janeiro,2017-05-06,570
AB1005,3.0,Guarulhos,2017-05-06,327
AB1002,2.0,Campinas,2017-05-06,422
AB1001,1.0,Porto Alegre,2017-05-06,221
AB1001,4.0,Belo Horizonte,2017-05-06,786
AB1019,5.0,Niterói,2017-05-06,146
AB1009,5.0,Recife,2017-05-06,513
AB1024,1.0,Curitiba,2017-05-06,560
AB1005,2.0,Curitiba,2017-05-07,60
AB1021,4.0,Belo Horizonte,2017-05-07,483
AB1018,4.0,Salvador,2017-05-07,437
AB1023,4.0,Recife,2017-05-07,597
AB1017,5.0,Niterói,2017-05-07,10
AB1006,5.0,Porto Alegre,2017-05-07,386
AB1006,1.0,Belo Horizonte,2017-05-07,251
AB1020,2.0,Belo Horizonte,2017-05-07,58
AB1004,5.0,Goiânia,2017-05-07,685
AB1012,5.0,Guarulhos,2017-05-07,610
AB1001,1.0,São Paulo,2017-05-07,50
AB1006,3.0,Rio de Janeiro,2017-05-07,374
AB1018,2.0,Niterói,2017-05-07,71
AB1002,3.0,Niterói,2017-05-07,706
AB1010,3.0,Nova Iguaço,2017-05-07,78
AB1007,3.0,Rio de Janeiro,2017-05-07,499
AB1024,2.0,Salvador,2017-05-07,481
AB1015,3.0,Recife,2017-05-07,234
AB1015,2.0,São Paulo,2017-05-07,235
AB1022,4.0,Guarulhos,2017-05-07,249
AB1004,2.0,São Paulo,2017-05-07,665
AB1011,2.0,Guarulhos,2017-05-07,101
AB1017,3.0,Niterói,2017-05-07,273
AB1013,4.0,Curitiba,2017-05-07,643
AB1017,2.0,Fortaleza,2017-05-07,580
AB1006,1.0,Curitiba,2017-05-07,628
AB1002,2.0,Curitiba,2017-05-07,22
AB1024,5.0,Belo Horizonte,2017-05-07,666
AB1024,4.0,Guarulhos,2017-05-07,356
AB1006,3.0,Porto Alegre,2017-05-07,143
AB1007,1.0,Fortaleza,2017-05-07,504
AB1004,5.0,Curitiba,2017-05-07,699
AB1006,5.0,Belo Horizonte,2017-05-07,508
AB1004,3.0,Belo Horizonte,2017-05-07,626
AB1020,2.0,Salvador,2017-05-08,97
AB1022,3.0,Guarulhos,2017-05-08,242
AB1008,5.0,Recife,2017-05-08,494
AB1002,5.0,Goiânia,2017-05-08,425
AB1016,4.0,Campinas,2017-05-08,670
AB1005,2.0,Guarulhos,2017-05-08,47
AB1002,1.0,Curitiba,2017-05-08,338
AB1008,1.0,Nova Iguaço,2017-05-08,574
AB1022,3.0,Niterói,2017-05-08,94
AB1021,3.0,Salvador,2017-05-08,752
AB1022,2.0,Guarulhos,2017-05-08,48
AB1006,5.0,Guarulhos,2017-05-08,501
AB1011,4.0,Rio de Janeiro,2017-05-08,499
AB1015,2.0,Niterói,2017-05-08,434
AB1010,1.0,Fortaleza,2017-05-08,781
AB1017,2.0,Campinas,2017-05-08,529
AB1002,1.0,Guarulhos,2017-05-08,399
AB1022,1.0,Curitiba,2017-05-08,758
AB1005,5.0,São Paulo,2017-05-08,772
AB1008,3.0,Curitiba,2017-05-08,643
AB1012,4.0,Curitiba,2017-05-08,789
AB1016,4.0,Goiânia,2017-05-08,463
AB1006,4.0,Guarulhos,2017-05-08,496
AB1001,2.0,Belo Horizonte,2017-05-08,80
AB1001,2.0,Porto Alegre,2017-05-08,586
AB1007,1.0,Fortaleza,2017-05-08,458
AB1019,1.0,Belo Horizonte,2017-05-08,180
AB1010,4.0,Belo Horizonte,2017-05-08,359
AB1011,1.0,Campinas,2017-05-09,86
AB1014,5.0,Recife,2017-05-09,513
AB1022,1.0,Guarulhos,2017-05-09,229
AB1014,4.0,Campinas,2017-05-09,638
AB1013,1.0,Salvador,2017-05-09,198
AB1003,1.0,Goiânia,2017-05-09,682
AB1005,4.0,Recife,2017-05-09,509
AB1005,4.0,Salvador,2017-05-09,168
AB1014,4.0,Recife,2017-05-09,304
AB1006,2.0,Rio de Janeiro,2017-05-09,476
AB1021,3.0,Guarulhos,2017-05-09,340
AB1002,5.0,Nova Iguaço,2017-05-09,530
AB1015,1.0,Rio de Janeiro,2017-05-09,749
